# What each corpus file's front ends said, written by
# `spikes/differential.sh --record`. Generated: do not hand-edit.
#
# This exists so that "has this file ever been through both front ends"
# can be answered by something with no oracle installed. The gate over it
# is `crates/orbweaver-test/tests/every_corpus_file_met_both_front_ends.rs`,
# and it checks **membership only** — that every file the differential
# enumerates has a row and every row names a file that still exists. It
# does not check that the verdicts below are today's; the differential
# itself is the only thing that can, and it rewrites this file whole.
#
# 오라클이 설치되지 않은 곳에서도 "이 파일이 두 프런트엔드를 거쳤는가"를
# 답할 수 있게 하는 기록이다. 게이트는 **소속만** 검사한다 — 아래 판정이
# 오늘의 것인지는 differential 자신만 말할 수 있고, 매번 전체를 다시 쓴다.
#
# Columns: file <TAB> filed as <TAB> our verdict <TAB> each oracle's verdict
# Measured: 2026-08-25 · oracles: omniidl jacorb_idl

20-deferred-valuetype.idl	accept	accept	omniidl=accept,jacorb_idl=accept
21-deferred-fixed.idl	accept	accept	omniidl=accept,jacorb_idl=accept
22-moe-control-plane.idl	accept	accept	omniidl=accept,jacorb_idl=accept
23-moe-enterprise.idl	accept	accept	omniidl=accept,jacorb_idl=accept
24-skeleton-surface.idl	accept	accept	omniidl=accept,jacorb_idl=accept
25-servant-faults.idl	accept	accept	omniidl=accept,jacorb_idl=accept
26-object-identity.idl	accept	accept	omniidl=accept,jacorb_idl=accept
27-bounds.idl	accept	accept	omniidl=accept,jacorb_idl=accept
28-target-keywords.idl	accept	accept	omniidl=accept,jacorb_idl=accept
29-labelled-default.idl	accept	accept	omniidl=accept,jacorb_idl=accept
30-const-type.idl	accept	accept	omniidl=accept,jacorb_idl=reject
31-native-type.idl	accept	accept	omniidl=accept,jacorb_idl=reject
32-valuebase.idl	accept	accept	omniidl=accept,jacorb_idl=reject
33-const-values.idl	accept	accept	omniidl=accept,jacorb_idl=reject
34-corba-principal.idl	accept	accept	omniidl=accept,jacorb_idl=reject
deferred-reach.idl	accept	accept	omniidl=accept,jacorb_idl=accept
echo.idl	accept	accept	omniidl=accept,jacorb_idl=accept
evolution_v1.idl	accept	accept	omniidl=accept,jacorb_idl=accept
evolution_v1b.idl	accept	accept	omniidl=accept,jacorb_idl=accept
evolution_v2.idl	accept	accept	omniidl=accept,jacorb_idl=accept
gen-target-lints.idl	accept	accept	omniidl=accept,jacorb_idl=accept
inherited-scope-leak.idl	reject	reject	omniidl=reject,jacorb_idl=reject
inherited-scope.idl	accept	accept	omniidl=accept,jacorb_idl=accept
matrix.idl	accept	accept	omniidl=accept,jacorb_idl=accept
n01-missing-semicolon.idl	reject	reject	omniidl=reject,jacorb_idl=reject
n02-identifier-clash.idl	reject	reject	omniidl=reject,jacorb_idl=accept
n03-scope-clash.idl	reject	reject	omniidl=reject,jacorb_idl=reject
n04-unknown-type.idl	reject	reject	omniidl=reject,jacorb_idl=reject
n05-unqualified-typecode.idl	reject	reject	omniidl=reject,jacorb_idl=reject
n06-duplicate-member.idl	reject	reject	omniidl=reject,jacorb_idl=reject
n07-union-dup-label.idl	reject	reject	omniidl=reject,jacorb_idl=reject
n08-reserved-word.idl	reject	reject	omniidl=reject,jacorb_idl=reject
n09-struct-scope-clash.idl	reject	reject	omniidl=reject,jacorb_idl=reject
n10-operation-name-clash.idl	reject	reject	omniidl=reject,jacorb_idl=accept
n11-keyword-context.idl	reject	reject	omniidl=reject,jacorb_idl=reject
n12-enum-member-case-clash.idl	reject	reject	omniidl=reject,jacorb_idl=accept
n13-fixed-attribute.idl	reject	reject	omniidl=reject,jacorb_idl=reject
n14-fixed-parameter.idl	reject	reject	omniidl=reject,jacorb_idl=reject
n15-fixed-return.idl	reject	reject	omniidl=reject,jacorb_idl=reject
n16-anonymous-sequence-parameter.idl	reject	reject	omniidl=reject,jacorb_idl=reject
n17-void-attribute.idl	reject	reject	omniidl=reject,jacorb_idl=reject
n18-const-fixed-bounds.idl	reject	reject	omniidl=reject,jacorb_idl=reject
n19-const-value-class.idl	reject	reject	omniidl=reject,jacorb_idl=reject
n20-const-value-range.idl	reject	reject	omniidl=reject,jacorb_idl=reject
n21-const-long-double.idl	reject	reject	omniidl=reject,jacorb_idl=accept
n22-fixed-literal-shape.idl	reject	reject	omniidl=reject,jacorb_idl=reject
n23-fixed-literal-digits.idl	reject	reject	omniidl=reject,jacorb_idl=accept
n24-inherited-clash.idl	reject	reject	omniidl=reject,jacorb_idl=reject
n25-not-a-type.idl	reject	reject	omniidl=reject,jacorb_idl=reject
n26-union-two-defaults.idl	reject	reject	omniidl=reject,jacorb_idl=accept
n27-const-divide-by-zero.idl	reject	reject	omniidl=reject,jacorb_idl=accept
n28-const-string-over-bound.idl	reject	reject	omniidl=reject,jacorb_idl=accept
n29-const-enumerator-other-enum.idl	reject	reject	omniidl=reject,jacorb_idl=accept
n30-exception-as-type.idl	reject	reject	omniidl=reject,jacorb_idl=accept
R01.idl	accept	accept	omniidl=accept,jacorb_idl=accept
R02.idl	accept	accept	omniidl=accept,jacorb_idl=accept
R03.idl	accept	accept	omniidl=accept,jacorb_idl=accept
R04.idl	accept	accept	omniidl=accept,jacorb_idl=accept
R05.idl	accept	accept	omniidl=accept,jacorb_idl=accept
R06.idl	accept	accept	omniidl=accept,jacorb_idl=accept
R07.idl	accept	accept	omniidl=accept,jacorb_idl=accept
R08.idl	accept	accept	omniidl=accept,jacorb_idl=accept
R09.idl	accept	accept	omniidl=accept,jacorb_idl=accept
R10.idl	accept	accept	omniidl=accept,jacorb_idl=accept
R11.idl	accept	accept	omniidl=accept,jacorb_idl=accept
R12.idl	accept	accept	omniidl=accept,jacorb_idl=accept
R13.idl	accept	accept	omniidl=accept,jacorb_idl=accept
R14.idl	accept	accept	omniidl=accept,jacorb_idl=accept
R15.idl	accept	accept	omniidl=accept,jacorb_idl=accept
R16.idl	accept	accept	omniidl=accept,jacorb_idl=accept
R17.idl	accept	accept	omniidl=accept,jacorb_idl=accept
R18.idl	accept	accept	omniidl=accept,jacorb_idl=accept
R19.idl	accept	accept	omniidl=accept,jacorb_idl=accept
R20.idl	accept	accept	omniidl=accept,jacorb_idl=accept
wide.idl	accept	accept	omniidl=accept,jacorb_idl=accept
