# Known divergences between IDL front ends.
#
# `spikes/differential.sh` fails on any file where the oracles disagree with
# each other, because such a file does not mean the same thing to every
# deployed compiler. Some of those disagreements are real and permanent: a
# compiler is lax where the specification is strict, or cannot resolve
# something the specification requires. Those belong here, with the reason we
# side with one oracle over the other.
#
# An entry is an exemption from failing, never from being reported. A recorded
# divergence that stops happening is also flagged — an exemption that no longer
# describes reality is worse than none, because it silently covers whatever
# takes its place.
#
# Columns: file <TAB> oracle <TAB> that oracle's verdict <TAB> why we accept it
#
# One value in the oracle column is not a compiler: `spec` records a place where
# a deployed compiler and the published specification disagree, rather than two
# compilers disagreeing with each other. `differential.sh` never runs an oracle
# by that name, so such a row is inert there — it does not exempt anything and
# is not reported stale. It is here because it is the same kind of finding and
# belongs in the same file, and because the verdict is the same either way:
# interop is with deployed compilers, not with a document.
#
# `spec`은 컴파일러가 아니라 규격 문언과 배포 컴파일러가 갈리는 지점을 기록하는
# 값이다. differential.sh는 그 이름의 오라클을 실행하지 않으므로 면제도 아니고
# 미발생 경고도 뜨지 않는다. 상호운용 대상은 문서가 아니라 배포된 컴파일러다.
#
# 파일별 알려진 오라클 불일치. 규격이 엄격한 곳에서 특정 컴파일러가 느슨한 경우처럼
# 실재하고 영구적인 불일치를 사유와 함께 기록한다. 등록은 실패 면제일 뿐 보고 면제가
# 아니며, 더 이상 발생하지 않는 등록도 함께 지적된다.
#
# ── Divergences that are NOT rows here ──────────────────────────────────────
#
# `corpus/include/` holds the multi-file cases, and `differential.sh` does not
# examine that directory — it enumerates its input directories by name, and
# half of `corpus/include/` is leaf files that mean nothing on their own. A row
# here for a file it never runs would be reported as a stale exemption on every
# single run, so the two deliberate divergences that directory carries live in
# `corpus/include/cases.tsv` beside the files they describe, with the same
# columns and the same obligation to state a reason. They point in opposite
# directions and both are named there:
#   service.idl      we ACCEPT what omniidl rejects  (unguarded double include)
#   conditional.idl  we REFUSE what omniidl compiles (conditional compilation)
#
# Which directories those are is not restated here: the list lives in
# `differential.sh` and is mirrored in `every_corpus_file_met_both_front_ends`,
# and a third copy in this header would be the one that drifts. It did — this
# header named four directories, and the reason it read as complete rather than
# stale is exactly the reason `corpus/services/` was missing from both lists for
# as long as it was: **a rule stated as "the ones it does not check" is only as
# true as somebody's memory of what it checks.** `corpus/services/` joined the
# enumeration on 2026-08-26, and `ir-subset.idl` below is the divergence that
# had been unrecordable until it did.
#
# `corpus/include/`의 다중 파일 케이스는 `differential.sh`가 검사하지 않으므로
# 여기에 행을 두면 매 실행마다 "더 이상 발생하지 않는 등록"으로 보고된다. 그
# 두 건의 의도적 불일치는 파일 옆 `corpus/include/cases.tsv`에 같은 의무로
# 기록되어 있다 — 한 건은 우리가 더 느슨하고, 한 건은 더 엄격하다.
#
# **어느 디렉터리를 검사하는지는 여기 다시 적지 않는다.** 목록은
# `differential.sh`에 있고 `every_corpus_file_met_both_front_ends`가 그것을
# 반영한다. 이 헤더의 세 번째 사본이 바로 어긋나는 쪽이다. 실제로 어긋났다 —
# 네 디렉터리를 적어두었고, 그것이 낡았다기보다 완전해 보였다는 사실이야말로
# `corpus/services/`가 양쪽 목록에서 오랫동안 빠져 있던 이유와 같다:
# **"검사하지 않는 것"으로 진술된 규칙은 무엇을 검사하는지에 대한 기억만큼만
# 참이다.** `corpus/services/`는 2026-08-26에 열거에 들어왔고, 아래
# `ir-subset.idl` 행은 그때까지 기록할 수 없었던 불일치다.

33-const-values.idl	spec	Value too large for long	CORBA 3.4 §7.11.1 makes `-2147483648` an ordinary `long` constant — it is the minimum of the type. omniidl 4.3.4 refuses it, and refuses `-9223372036854775808` as a `long long` the same way, because it types an integer literal by the *magnitude* it reads before applying the unary minus: 2147483648 does not fit a `long`, becomes `unsigned long`, and negating that is out of range. `short`'s minimum is unaffected — `-32768` folds through a `long` — which is what makes the pattern legible rather than arbitrary. Measured 2026-08-21 (M03, M05, M10; `-(2147483648)` fails identically, so it is the literal and not the spelling). We accept all three: a type whose minimum cannot be written is not the type the specification describes. The file carries `S_MIN` and deliberately not the other two, so it stays oracle-clean.
33-const-values.idl	spec	L'\u00c3\u00a9'	omniidl 4.3.4 reads a wide literal one *byte* at a time rather than one code point at a time. `L"a\u00e9b"` dumps back as three-plus code units with the two UTF-8 bytes of `\u00e9` as separate `\uffc3`/`\uffa9` escapes, and `L'\u00a7'` is not lexed at all — it reports "Error in look-up of 'L'", having decided the literal ended after one byte. Measured 2026-08-21. We decode wide literals as Unicode scalar values, which is what a `wchar` is (CORBA 3.4 §7.11.1) and what the codeset negotiation on the wire already assumes. `33-const-values.idl` and `30-const-type.idl` therefore keep their wide constants ASCII, so a golden file stays a file both front ends agree on; the non-ASCII code point is pinned in orbweaver-idl's unit tests instead.
33-const-values.idl	spec	Syntax error in union declaration	`case_label ::= "case" const_exp ":"` and `const_exp` reaches `wide_character_literal`, so `union U switch (wchar) { case L'a': ... }` is legal by CORBA 3.4 §7.4.1.4.5. omniidl 4.3.4's union grammar does not admit a wide character literal in a case label and reports a syntax error (measured 2026-08-21, N03), though it takes the same literal in a `const`. We follow the grammar and accept it. No corpus file writes one — a golden file omniidl rejects is not a golden file — so the shape is pinned in orbweaver-idl's unit tests; this row exists so that the acceptance is recorded rather than discovered later as an unexplained laxity.
n22-fixed-literal-shape.idl	spec	accept (truncated to 31 digits)	CORBA 3.4 §7.11.3 caps a `fixed` at 31 significant digits. omniidl 4.3.4 enforces that for the integer part — 32 integer digits is "Fixed point constant has too many digits" — and *silently truncates* the fractional part: `0.12345678901234567890123456789012d` (32 digits) dumps back as `0.1234567890123456789012345678901d`, one digit shorter than it was written, with no diagnostic. Measured 2026-08-21 (P13). We refuse both. Dropping a digit from a constant without saying so is precisely the failure this file's batch exists to close, and a value that is quietly not the one the author wrote is worse than a rejected file.
n21-const-long-double.idl	jacorb_idl	accept	`const long double TOLERANCE = 1.0;`, and the same through a `typedef`, are refused by omniidl 4.3.4 ("Invalid type for constant: long double") and by us, and JacORB 3.9 compiles both with no diagnostic. What it writes is the measurement rather than the acceptance: `double value = 1.0;` — the constant becomes a Java `double`, and a `long double` silently becomes something narrower than it was declared, which is the outcome the refusal exists to prevent. Measured 2026-08-24. The grammar admits the type (`const_type` reaches `floating_pt_type`) and the refusal is semantic: there is no `long double` literal to write, so the declaration can never be completed with a value of its own type. We follow omniidl.
34-corba-principal.idl	jacorb_idl	reject	JacORB 3.9's IDL compiler predeclares **no `CORBA` scope at all**, so no spelling of the name reaches anything: `::CORBA::Principal`, `CORBA::Principal` and bare `Principal` each stop the parse with `Undefined name:` — inside a module, inside a struct at file scope, and in a `typedef` at true global scope, where there is no enclosing scope to prepend and the message is the bare `Undefined name: CORBA.Principal`. Ten one-line probes, measured 2026-08-25. What omniidl 4.3.4 has instead is a synthetic preamble it calls `<built in>`, holding `module CORBA { native TypeCode; native Principal; }`, and it will name it: `module CORBA { typedef long Principal; };` is refused as "clashes with earlier declaration of native 'Principal'" at `<built in>:3`, while JacORB compiles that same file clean and writes `CORBA/PrincipalHelper.java` — for JacORB `CORBA` is an ordinary user module and nothing lives in it. That preamble is also the cause behind `12-any-typecode.idl`, whose `TypeCode` is the neighbouring line of it. We follow omniidl: the file is golden because the oracle accepts it and dumps the member with its type intact, and the wire answer — this version marshals no value for a `Principal` — is given by the registry and both emitters rather than by refusing a name a conformant compiler resolves.
n23-fixed-literal-digits.idl	jacorb_idl	accept	**First of six negative files (n23, n26, n27, n28, n29, n30) that JacORB 3.9 accepts and omniidl 4.3.4 refuses, and the shared reason is stated here.** JacORB's IDL compiler checks syntax and name resolution and then hands the value or the type straight to Java; whether anything ever objects is decided by Java's rules rather than by IDL's. Measured 2026-08-25 by generating each file and running `javac` over the result: two are refused by the Java compiler (this one, n29), one compiles and throws on first read (n27), and three compile and run with the wrong semantics (n26, n28, n30). Each row below carries its own artefact, because the six do not fail alike and a single row would have hidden that. This file's: `const fixed TOO_MANY = <32 digits>d` becomes `new java.math.BigDecimal (12345678901234567890123456789012L)` and javac answers "integer number too large". The 31-digit cap is not what JacORB is being lax about — it has no digit rule at all, and its real ceiling is Java's: a perfectly legal 20-digit `const fixed` fails the same way, so `fixed` constants above `Long.MAX_VALUE` do not compile there under any spelling. omniidl accepts the legal one and refuses this one. We follow omniidl and CORBA 3.4 §7.11.3.
n26-union-two-defaults.idl	jacorb_idl	accept	CORBA 3.4 §7.4.1.4.4 allows at most one `default:`; JacORB 3.9 takes two and silently keeps the last. Same shared reason as n23, and this is one of the three where nothing objects at any stage — the generated Java compiles clean. Reading it (measured 2026-08-25): both branches are given discriminator 0, so `fallback()` and `spare()` each guard on `discriminator != 0` and both are live at once, while `ReadingHelper.read`/`write` have a single `default:` arm that names `spare` only. A value set with `fallback(7)` therefore marshals as `spare()` — a field nothing assigned — and **goes on the wire as 0**. The first default branch is unreachable and unwritable, with no diagnostic anywhere. omniidl refuses the file as "Error in union 'Reading': 1 repeated union label". We follow omniidl.
n27-const-divide-by-zero.idl	jacorb_idl	accept	`const long RATE = 10 / 0;` is not folded by JacORB 3.9 at all: it is transcribed into the generated Java as `int value = 10 / 0;`. Same shared reason as n23, and the only one of the six whose outcome is neither a Java compile error nor silence — javac 21 emits a `[divzero]` *warning* and compiles, and the constant then throws `java.lang.ArithmeticException: / by zero` from `n27.RATE.<clinit>` the first time anything reads it (measured 2026-08-25, generated, compiled and run). A constant that cannot be read is worse than a refused file, and it is a constant, so every consumer of the contract meets it. omniidl 4.3.4 folds and refuses: "Divide by zero". We follow omniidl.
n28-const-string-over-bound.idl	jacorb_idl	accept	`const string<3> TAG = "abcd";` — JacORB 3.9 discards the bound and writes `java.lang.String value = "abcd";`. Same shared reason as n23, and the quietest of the six: Java has no bounded string for the bound to survive into, so there is nothing for the target language to object to and the four-character value compiles and runs as the value of a three-character constant (measured 2026-08-25). This is the shape the divergence with n21 makes concrete in the other direction — there a `long double` became a Java `double`, here a bound stops existing — and both are the same trade: a declaration narrowed or widened by the mapping without a word. omniidl refuses it as "Length of bounded string constant exceeds bound". We follow omniidl.
n29-const-enumerator-other-enum.idl	jacorb_idl	accept	`const Colour CHOICE = PEAR;` where `PEAR` belongs to `Fruit`. JacORB 3.9 resolves the enumerator correctly — it agrees that enumerators live in the enclosing scope, which is the rule that makes this file subtle — and then does not ask which enum it came from, emitting `n29.Colour value = n29.Fruit.PEAR;`. Same shared reason as n23, and the second of the two the target language catches: javac answers "incompatible types: Fruit cannot be converted to Colour" (measured 2026-08-25). The refusal exists, one stage late and in Java's vocabulary rather than IDL's, which is no use to a generator reading the front end's output. omniidl says it in IDL's: "Enumerator 'n29::PEAR' does not belong to enum 'n29::Colour'", and points at the declaration. We follow omniidl.
n30-exception-as-type.idl	jacorb_idl	accept	An exception as the type of a struct member. JacORB 3.9 accepts it and builds the TypeCode without hesitating: `OutcomeHelper.type()` calls `create_struct_tc(…, new StructMember("refusal", create_exception_tc(DeniedHelper.id(), "Denied", …), null))` — a `tk_except` in a struct member's type slot, which CORBA 3.4 produces only for an exception. It compiles clean, so this is the third of the three nothing objects to. Same shared reason as n23. Worth recording rather than just exempting: this is the one of the six where **our own analyser had the same laxity until 2026-08-25** — `SymbolKind::is_type` listed `Exception` — so a second independently-written front end making the identical mistake is evidence about how easy the mistake is, not a reason to keep it. omniidl refuses: "'Denied' is not a type". We follow omniidl.
ir-subset.idl	jacorb_idl	reject	The third instance of the cause measured under `34-corba-principal.idl` — JacORB 3.9 predeclares no `CORBA` scope — and the first one to be found in a contract that exists to be **served** rather than to pin a type. `struct ParameterDescription`'s `::CORBA::TypeCode type;` stops the parse at `ir-subset.idl, line:159(22): Undefined name: CORBA.ParameterDescription.TypeCode`, measured 2026-08-26; the scope in the message is where JacORB was searching, not what the file wrote, which is the reading `12-any-typecode.idl`'s row corrected on 2026-08-25. omniidl 4.3.4 accepts the file and so does our front end. The spelling is not ours to change: CLAUDE.md requires `::CORBA::TypeCode` because the unqualified name is itself a case clash, and the IFR facade this file describes cannot declare an operation signature without naming the type. We follow omniidl. What is new here is not the cause but where it was hiding: this divergence had existed since the file was written and could not be recorded, because `differential.sh` never enumerated `corpus/services/` and its staleness loop fails any row naming a file it does not check.
